vOTU_ID	size	Novel_species	VC	VClustering	Novel_genus	dominant	source	checkv_quality	viral_lifecycle	Related_to_PP	With_ARG	viral_taxonomy_lineage	host_taxonomy_lineage	geNomad	checkV (at least medium)	VIBRANT	Viral_verify	lineage_vcontact
vOTU_4173	24223	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp002491635	1	0	0	1	NA
vOTU_4174	40889	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Zeta-crassviridae	d__Bacteria;p__Firmicutes_A	1	0	0	0	NA
vOTU_4175	12973	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Skunavirus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis_E	1	0	0	1	NA
vOTU_4176	30445	No	2	2	No	No	UHGV	High-quality	non-temperate	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Skunavirus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus garvieae	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4177	11684	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp001916775	1	0	0	1	NA
vOTU_4178	106103	No	388	388	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Gratiaviridae	ND	1	1	1	1	NA
vOTU_4179	46154	No	223	223	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	1	1	0	0	NA
vOTU_4180	13583	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UMGS1109;s__UMGS1109 sp900548675	1	0	0	0	NA
vOTU_4181	11749	No	242	242	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	1	0	0	1	NA
vOTU_4182	12954	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	1	0	0	0	NA
vOTU_4183	23141	No	529	529	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	1	0	0	1	NA
vOTU_4184	11374	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Not-determined	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916065	1	0	0	0	NA
vOTU_4185	15263	No	355	355	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	0	1	1	NA
vOTU_4186	14369	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter formigenes	1	0	0	1	NA
vOTU_4187	24512	No	2	2	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Skunavirus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus sp002492185	1	1	0	1	NA
vOTU_4188	11650	No	772	772	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	1	0	0	0	NA
vOTU_4189	42225	No	223	223	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rara	1	1	1	1	NA
vOTU_4190	11014	No	549	549	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp001917125	1	0	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4191	14813	No	538	538	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	1	0	0	1	NA
vOTU_4192	13713	No	694	694	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	1	0	0	0	NA
vOTU_4193	23618	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Not-determined	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__CAG-307 sp001916215	1	0	0	0	NA
vOTU_4194	19005	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Zeta-crassviridae	ND	1	0	0	0	NA
vOTU_4195	54239	No	204	204	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	1	1	1	1	NA
vOTU_4196	11385	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	1	0	0	0	NA
vOTU_4197	27249	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Epsilon-crassviridae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	1	0	0	1	NA
vOTU_4198	12603	No	569	569	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Delta-crassviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis_A	1	0	0	0	NA
vOTU_4199	19233	No	337	337	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	1	1	1	NA
vOTU_4200	14616	No	62	62	No	No	UHGV	Low-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	1	0	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4201	12877	No	780	780	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia	1	0	0	1	NA
vOTU_4202	10607	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	1	0	0	1	NA
vOTU_4203	29485	No	38	38	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	1	1	1	1	NA
vOTU_4204	13635	No	221	221	No	No	UHGV	Complete	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFFH01;s__SFFH01 sp900542445	1	1	0	1	NA
vOTU_4205	36307	No	52	52	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	1	1	1	1	NA
vOTU_4206	33812	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__QALS01 sp003150575	1	1	1	1	NA
vOTU_4207	15720	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	1	0	0	0	NA
vOTU_4208	25381	No	492	492	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900552405	1	0	0	0	NA
vOTU_4209	16868	No	63	63	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp014385165	1	0	0	0	NA
vOTU_4210	78511	No	21;958	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	1	1	1	1	NA
vOTU_4211	6708	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	non-temperate	No	No	root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	1	1	0	1	r__Monodnaviria; k__Sangervirae; p__Phixviricota; c__Malgrandaviricetes; o__Petitvirales; f__Microviridae
vOTU_4212	36229	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006	1	1	1	1	NA
vOTU_4213	16741	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845	1	0	0	1	NA
vOTU_4214	23197	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	1	0	0	1	NA
vOTU_4215	39395	No	19	19	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900752065	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4216	28905	No	36;662	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900755095	1	1	0	1	NA
vOTU_4217	15481	No	186	186	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Salasmaviridae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	1	1	1	1	NA
vOTU_4218	14722	No	695	695	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	1	0	1	0	NA
vOTU_4219	14110	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens	1	0	0	1	NA
vOTU_4220	11907	No	239	239	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1	1	0	1	NA
vOTU_4221	38578	No	46	46	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster lavalensis	1	1	1	1	NA
vOTU_4222	34314	No	38;102	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis	1	1	0	1	NA
vOTU_4223	11511	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens_A	1	0	0	0	NA
vOTU_4224	36989	No	62	62	No	No	UHGV	High-quality	temperate	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes	1	1	1	1	NA
vOTU_4225	37629	No	380;675	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Duneviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecalis	1	1	0	1	NA
vOTU_4226	16624	No	32	32	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	1	0	0	1	NA
vOTU_4227	10304	No	618	618	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Quimbyviridae	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	1	0	0	0	NA
vOTU_4228	47046	No	414	414	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775	1	1	1	1	NA
vOTU_4229	18860	No	2	2	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Skunavirus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis_E	1	1	0	1	NA
vOTU_4230	23882	No	495;894	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	1	0	0	0	NA
vOTU_4231	21442	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium sp900546885	1	0	1	1	NA
vOTU_4232	35736	No	645	645	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	1	1	1	1	NA
vOTU_4233	13790	No	395	395	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	1	0	0	1	NA
vOTU_4234	15317	No	2	2	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Skunavirus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	1	1	0	1	NA
vOTU_4235	13208	No	843	843	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	1	0	0	1	NA
vOTU_4236	17370	No	9;142	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Salasmaviridae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4237	15790	No	886	886	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	1	1	1	1	NA
vOTU_4238	10515	No	820	820	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae_A	1	0	0	0	NA
vOTU_4239	10585	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900542965	1	0	0	0	NA
vOTU_4240	10032	No	420	420	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1	0	0	0	NA
vOTU_4241	12406	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_4242	11667	No	154;449	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	0	0	0	NA
vOTU_4243	16532	No	186	186	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Salasmaviridae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	1	1	1	1	NA
vOTU_4244	17309	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	1	0	0	0	NA
vOTU_4245	11910	No	45	45	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum orale	1	0	0	1	NA
vOTU_4246	10468	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp001543345	1	0	0	1	NA
vOTU_4247	77067	No	21;567;958	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	1	1	0	0	NA
vOTU_4248	10624	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Not-determined	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	1	0	0	0	NA
vOTU_4249	14780	No	866	866	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__QALW01;g__QALW01;s__QALW01 sp003150515	1	0	0	0	NA
vOTU_4250	26491	No	110	110	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	1	1	1	1	NA
vOTU_4251	4646	No	972	972	No	No	UHGV	High-quality	non-temperate	No	No	root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	1	1	0	1	NA
vOTU_4252	10409	No	969	969	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	1	0	0	0	NA
vOTU_4253	40876	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	1	1	0	1	NA
vOTU_4254	55946	No	75;269	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	1	0	1	NA
