Genome_vCon	VC	VC Status	Size	VC Subcluster	VC Subcluster Size	Quality	Adj P-value	Topology Confidence Score
vOTU_5158	586_0	Clustered	8	VC_586_0	8	0.5321	0.99970948	0.5319
vOTU_5159	188_4	Clustered/Singleton	1	VC_188_4	1	0	1	0
vOTU_5160	339_0	Clustered	12	VC_339_0	12	0.6429	1	0.6429
vOTU_5161	16_0	Clustered	14	VC_16_0	14	0.5047	1	0.5047
vOTU_5162	972_0	Clustered	2	VC_972_0	2	1	1	1
vOTU_5163	614_0	Clustered	2	VC_614_0	2	0.146	0.88608997	0.1294
vOTU_5165	96_0	Clustered	2	VC_96_0	2	0.1179	0.92876662	0.1095
vOTU_5168	825_0	Clustered	2	VC_825_0	2	0.3766	0.87921671	0.3311
vOTU_5169	148_0	Clustered	10	VC_148_0	10	0.4036	1	0.4036
vOTU_5170	434_0	Clustered	2	VC_434_0	2	0.3865	0.89435023	0.3457
vOTU_5174	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_5175	106_0	Clustered	3	VC_106_0	3	0.1855	0.99849931	0.1852
vOTU_5176	22_7	Clustered/Singleton	1	VC_22_7	1	0	1	0
vOTU_5177	214_0	Clustered	12	VC_214_0	12	0.5906	1	0.5906
vOTU_5178	288_0	Clustered	9	VC_288_0	9	0.1881	0.99994895	0.1881
vOTU_5179	751_0	Clustered	2	VC_751_0	2	0.6585	0.91813282	0.6046
vOTU_5180	245_0	Clustered	25	VC_245_0	25	0.791	1	0.791
vOTU_5182	62_0	Clustered	33	VC_62_0	33	0.5882	1	0.5882
vOTU_5185	110_0	Clustered	14	VC_110_0	14	0.3879	1	0.3879
vOTU_5186	239_0	Clustered	19	VC_239_0	19	0.5399	1	0.5399
vOTU_5188	339_0	Clustered	12	VC_339_0	12	0.6429	1	0.6429
vOTU_5189	495_0	Clustered	2	VC_495_0	2	0.0921	0.81445332	0.075
vOTU_5192	299_0	Clustered	2	VC_299_0	2	0.1893	0.95073903	0.18
vOTU_5193	498_0	Clustered	4	VC_498_0	4	0.6379	0.99994984	0.6378
vOTU_5194	115_0	Clustered	3	VC_115_0	3	0.0458	0.99742727	0.0457
vOTU_5195	606_0	Clustered	2	VC_606_0	2	0.4594	0.87921671	0.4039
vOTU_5196	170_0	Clustered	18	VC_170_0	18	0.6149	1	0.6149
vOTU_5198	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_5199	43_0	Clustered	17	VC_43_0	17	0.3694	1	0.3694
vOTU_5201	890_0	Clustered	2	VC_890_0	2	0.9576	0.5	0.4788
vOTU_5202	110_0	Clustered	14	VC_110_0	14	0.3879	1	0.3879
vOTU_5203	752_0	Clustered	2	VC_752_0	2	0.5999	0.85557782	0.5133
vOTU_5207	601_0	Clustered	4	VC_601_0	4	0.6514	0.99970877	0.6512
vOTU_5208	265_0	Clustered	7	VC_265_0	7	0.3859	0.999998	0.3859
vOTU_5209	830_0	Clustered	2	VC_830_0	2	0.2872	0.85557782	0.2457
vOTU_5211	186_0	Clustered	20	VC_186_0	20	0.8084	1	0.8084
vOTU_5213	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_5215	419_0	Clustered	2	VC_419_0	2	0.3362	0.95159433	0.32
vOTU_5216	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_5217	326_0	Clustered	5	VC_326_0	5	0.1416	0.99961804	0.1416
vOTU_5218	905_0	Clustered	2	VC_905_0	2	0.9723	0.72985431	0.7097
vOTU_5219	336_0	Clustered	4	VC_336_0	4	0.4779	0.99997043	0.4779
vOTU_5221	580_0	Clustered	11	VC_580_0	11	0.9155	0.99999997	0.9155
vOTU_5222	461_0	Clustered	11	VC_461_0	11	0.7231	1	0.7231
vOTU_5224	43_0	Clustered	17	VC_43_0	17	0.3694	1	0.3694
vOTU_5226	820_0	Clustered	2	VC_820_0	2	0.2497	0.72090768	0.18
vOTU_5227	891_0	Clustered	3	VC_891_0	3	1	1	1
vOTU_5232	196_0	Clustered	4	VC_196_0	4	0.3174	0.99934881	0.3172
vOTU_5233	24_0	Clustered	42	VC_24_0	42	0.6259	1	0.6259
vOTU_5235	619_0	Clustered	3	VC_619_0	3	0.8222	0.99632282	0.8191
vOTU_5240	823_0	Clustered	3	VC_823_0	3	0.7921	0.9595722	0.7601
vOTU_5241	720_0	Clustered	3	VC_720_0	3	0.8359	0.99423001	0.8311
vOTU_5242	360_0	Clustered	4	VC_360_0	4	0.1502	0.98896288	0.1485
vOTU_5244	148_0	Clustered	10	VC_148_0	10	0.4036	1	0.4036
vOTU_5245	642_0	Clustered	3	VC_642_0	3	0.6719	0.99648726	0.6696
vOTU_5248	182_1	Clustered	8	VC_182_1	8	0.2916	0.99977705	0.2915
vOTU_5250	716_0	Clustered	8	VC_716_0	8	1	1	1
vOTU_5252	188_1	Clustered	2	VC_188_1	2	0.0372	0.92308892	0.0343
vOTU_5253	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_5255	716_0	Clustered	8	VC_716_0	8	1	1	1
vOTU_5256	634_0	Clustered	2	VC_634_0	2	0.6062	0.92921057	0.5633
vOTU_5257	265_0	Clustered	7	VC_265_0	7	0.3859	0.999998	0.3859
vOTU_5259	784_0	Clustered	5	VC_784_0	5	0.7412	0.75627335	0.5605
vOTU_5260	423_0	Clustered	4	VC_423_0	4	0.7254	0.99785888	0.7238
vOTU_5261	482_0	Clustered	5	VC_482_0	5	0.7616	0.99993398	0.7616
vOTU_5262	772_0	Clustered	4	VC_772_0	4	0.834	0.99884531	0.833
vOTU_5263	186_0	Clustered	20	VC_186_0	20	0.8084	1	0.8084
vOTU_5264	826_0	Clustered	4	VC_826_0	4	0.9896	0.98964986	0.9794
vOTU_5265	240_0	Clustered	18	VC_240_0	18	0.4959	1	0.4959
vOTU_5266	567_0	Clustered	2	VC_567_0	2	0.0667	0.92743198	0.0619
vOTU_5268	563_0	Clustered	8	VC_563_0	8	0.6618	0.99999946	0.6618
vOTU_5273	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_5274	404_0	Clustered	2	VC_404_0	2	0.0359	0.86789297	0.0311
vOTU_5275	504_0	Clustered	17	VC_504_0	17	0.974	0.99632899	0.9704
vOTU_5280	66_0	Clustered	22	VC_66_0	22	0.4255	1	0.4255
vOTU_5284	31_0	Clustered	19	VC_31_0	19	0.4138	1	0.4138
vOTU_5286	522_0	Clustered	4	VC_522_0	4	0.7062	0.99995797	0.7062
vOTU_5287	544_0	Clustered	2	VC_544_0	2	0.3397	0.90478487	0.3074
vOTU_5288	747_0	Clustered	3	VC_747_0	3	0.8346	0.98867275	0.8252
vOTU_5290	360_0	Clustered	4	VC_360_0	4	0.1502	0.98896288	0.1485
vOTU_5291	388_2	Clustered	2	VC_388_2	2	0.1029	0.9524753	0.098
vOTU_5292	159_0	Clustered	2	VC_159_0	2	0.2538	0.94635146	0.2402
vOTU_5293	580_0	Clustered	11	VC_580_0	11	0.9155	0.99999997	0.9155
vOTU_5294	493_0	Clustered	4	VC_493_0	4	0.1543	0.94598939	0.1459
vOTU_5295	43_0	Clustered	17	VC_43_0	17	0.3694	1	0.3694
vOTU_5297	732_0	Clustered	2	VC_732_0	2	0.4161	0.90744399	0.3776
vOTU_5298	720_0	Clustered	3	VC_720_0	3	0.8359	0.99423001	0.8311
vOTU_5300	366_0	Clustered	10	VC_366_0	10	0.5726	1	0.5726
vOTU_5304	365_0	Clustered/Singleton	1	VC_365_0	1	0	1	0
vOTU_5305	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_5307	516_0	Clustered	4	VC_516_0	4	0.1822	0.95694651	0.1744
vOTU_5309	478_1	Clustered/Singleton	1	VC_478_1	1	0	1	0
vOTU_5310	935_0	Clustered	2	VC_935_0	2	1	1	1
vOTU_5311	51_3	Clustered/Singleton	1	VC_51_3	1	0	1	0
vOTU_5312	51_2	Clustered/Singleton	1	VC_51_2	1	0	1	0
vOTU_5313	51_0	Clustered/Singleton	1	VC_51_0	1	0	1	0
vOTU_5314	316_1	Clustered/Singleton	1	VC_316_1	1	0	1	0
vOTU_5315	316_2	Clustered/Singleton	1	VC_316_2	1	0	1	0
vOTU_5317	51_4	Clustered/Singleton	1	VC_51_4	1	0	1	0
vOTU_5318	77_0	Clustered	2	VC_77_0	2	0.0821	0.95387566	0.0783
vOTU_5319	116_1	Clustered/Singleton	1	VC_116_1	1	0	1	0
vOTU_5322	77_0	Clustered	2	VC_77_0	2	0.0821	0.95387566	0.0783
vOTU_5323	335_4	Clustered/Singleton	1	VC_335_4	1	0	1	0
vOTU_5324	77_1	Clustered/Singleton	1	VC_77_1	1	0	1	0
vOTU_5327	77_3	Clustered/Singleton	1	VC_77_3	1	0	1	0
vOTU_5328	51_11	Clustered/Singleton	1	VC_51_11	1	0	1	0
vOTU_5329	51_10	Clustered/Singleton	1	VC_51_10	1	0	1	0
vOTU_5330	486_0	Clustered	4	VC_486_0	4	0.4539	0.99997121	0.4539
vOTU_5331	486_0	Clustered	4	VC_486_0	4	0.4539	0.99997121	0.4539
vOTU_5332	486_0	Clustered	4	VC_486_0	4	0.4539	0.99997121	0.4539
vOTU_5333	486_0	Clustered	4	VC_486_0	4	0.4539	0.99997121	0.4539
vOTU_5334	335_0	Clustered	2	VC_335_0	2	0.1624	0.95011428	0.1543
vOTU_5335	335_1	Clustered	2	VC_335_1	2	0.0904	0.95258563	0.0861
vOTU_5336	335_3	Clustered/Singleton	1	VC_335_3	1	0	1	0
vOTU_5337	335_0	Clustered	2	VC_335_0	2	0.1624	0.95011428	0.1543
vOTU_5339	135_1	Clustered	2	VC_135_1	2	0.1006	0.95541183	0.0961
vOTU_5340	486_1	Clustered/Singleton	1	VC_486_1	1	0	1	0
vOTU_5341	135_0	Clustered	2	VC_135_0	2	0.1114	0.95607213	0.1065
vOTU_5342	212_0	Clustered	2	VC_212_0	2	0.1639	0.95523111	0.1566
vOTU_5343	135_0	Clustered	2	VC_135_0	2	0.1114	0.95607213	0.1065
vOTU_5344	135_1	Clustered	2	VC_135_1	2	0.1006	0.95541183	0.0961
vOTU_5345	335_5	Clustered/Singleton	1	VC_335_5	1	0	1	0
vOTU_5346	155_1	Clustered/Singleton	1	VC_155_1	1	0	1	0
vOTU_5347	160_1	Clustered/Singleton	1	VC_160_1	1	0	1	0
vOTU_5348	181_0	Clustered/Singleton	1	VC_181_0	1	0	1	0
vOTU_5349	212_0	Clustered	2	VC_212_0	2	0.1639	0.95523111	0.1566
vOTU_5350	212_1	Clustered/Singleton	1	VC_212_1	1	0	1	0
vOTU_5352	76_0	Clustered	4	VC_76_0	4	0.1786	0.99998542	0.1786
vOTU_5353	76_0	Clustered	4	VC_76_0	4	0.1786	0.99998542	0.1786
vOTU_5355	105_12	Clustered/Singleton	1	VC_105_12	1	0	1	0
vOTU_5356	76_2	Clustered	2	VC_76_2	2	0.0694	0.95639471	0.0664
vOTU_5359	76_4	Clustered/Singleton	1	VC_76_4	1	0	1	0
vOTU_5361	77_2	Clustered/Singleton	1	VC_77_2	1	0	1	0
vOTU_5362	432_4	Clustered/Singleton	1	VC_432_4	1	0	1	0
vOTU_5363	418_1	Clustered	2	VC_418_1	2	0.0946	0.95141409	0.09
vOTU_5364	327_1	Clustered	4	VC_327_1	4	0.1012	0.89912344	0.091
vOTU_5366	327_0	Clustered	7	VC_327_0	7	0.4663	1	0.4663
vOTU_5367	388_3	Clustered	3	VC_388_3	3	0.1793	0.9972872	0.1788
vOTU_5368	418_0	Clustered	3	VC_418_0	3	0.2684	0.99814122	0.2679
vOTU_5369	388_1	Clustered	2	VC_388_1	2	0.1082	0.951254	0.103
vOTU_5370	418_0	Clustered	3	VC_418_0	3	0.2684	0.99814122	0.2679
vOTU_5372	82_0	Clustered	11	VC_82_0	11	0.4997	1	0.4997
vOTU_5373	418_0	Clustered	3	VC_418_0	3	0.2684	0.99814122	0.2679
vOTU_5374	432_6	Clustered	4	VC_432_6	4	0.162	0.99996483	0.162
vOTU_5375	432_0	Clustered	2	VC_432_0	2	0.0831	0.9510919	0.079
vOTU_5376	432_2	Clustered	2	VC_432_2	2	0.0954	0.95108637	0.0907
vOTU_5377	432_0	Clustered	2	VC_432_0	2	0.0831	0.9510919	0.079
vOTU_5378	327_1	Clustered	4	VC_327_1	4	0.1012	0.89912344	0.091
vOTU_5379	432_5	Clustered	2	VC_432_5	2	0.0947	0.95108637	0.09
vOTU_5380	432_6	Clustered	4	VC_432_6	4	0.162	0.99996483	0.162
vOTU_5381	361_1	Clustered	7	VC_361_1	7	0.4011	1	0.4011
vOTU_5382	432_5	Clustered	2	VC_432_5	2	0.0947	0.95108637	0.09
vOTU_5384	361_2	Clustered	4	VC_361_2	4	0.2403	0.999971	0.2403
vOTU_5385	442_1	Clustered/Singleton	1	VC_442_1	1	0	1	0
vOTU_5386	327_1	Clustered	4	VC_327_1	4	0.1012	0.89912344	0.091
vOTU_5387	361_3	Clustered/Singleton	1	VC_361_3	1	0	1	0
vOTU_5388	426_0	Clustered	2	VC_426_0	2	0.059	0.95012223	0.056
vOTU_5389	426_0	Clustered	2	VC_426_0	2	0.059	0.95012223	0.056
vOTU_5390	641_0	Clustered	5	VC_641_0	5	0.6776	0.99999789	0.6776
vOTU_5391	144_2	Clustered/Singleton	1	VC_144_2	1	0	1	0
vOTU_5392	361_1	Clustered	7	VC_361_1	7	0.4011	1	0.4011
vOTU_5393	160_0	Clustered	4	VC_160_0	4	0.1677	0.99996697	0.1677
vOTU_5394	361_1	Clustered	7	VC_361_1	7	0.4011	1	0.4011
vOTU_5395	765_0	Clustered	3	VC_765_0	3	0.9146	0.99207062	0.9073
vOTU_5396	361_1	Clustered	7	VC_361_1	7	0.4011	1	0.4011
vOTU_5397	255_0	Clustered	2	VC_255_0	2	0.1734	0.95437988	0.1655
vOTU_5398	714_0	Clustered	4	VC_714_0	4	0.8773	0.99956314	0.8769
vOTU_5399	641_0	Clustered	5	VC_641_0	5	0.6776	0.99999789	0.6776
vOTU_5400	641_0	Clustered	5	VC_641_0	5	0.6776	0.99999789	0.6776
vOTU_5401	361_0	Clustered	2	VC_361_0	2	0.1576	0.95054629	0.1498
vOTU_5402	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5403	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5404	105_0	Clustered	3	VC_105_0	3	0.1982	0.99846505	0.1979
vOTU_5405	795_0	Clustered	2	VC_795_0	2	0.5786	0.81445332	0.4712
vOTU_5406	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5407	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5408	714_0	Clustered	4	VC_714_0	4	0.8773	0.99956314	0.8769
vOTU_5409	42_0	Clustered	4	VC_42_0	4	0.0686	0.99998697	0.0686
vOTU_5410	105_0	Clustered	3	VC_105_0	3	0.1982	0.99846505	0.1979
vOTU_5411	105_0	Clustered	3	VC_105_0	3	0.1982	0.99846505	0.1979
vOTU_5413	361_0	Clustered	2	VC_361_0	2	0.1576	0.95054629	0.1498
vOTU_5414	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5415	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5416	61_4	Clustered	2	VC_61_4	2	0.0577	0.9565993	0.0552
vOTU_5417	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5418	80_1	Clustered/Singleton	1	VC_80_1	1	0	1	0
vOTU_5419	42_0	Clustered	4	VC_42_0	4	0.0686	0.99998697	0.0686
vOTU_5420	42_0	Clustered	4	VC_42_0	4	0.0686	0.99998697	0.0686
vOTU_5422	27_0	Clustered	2	VC_27_0	2	0.0819	0.95688828	0.0784
vOTU_5423	255_1	Clustered	2	VC_255_1	2	0.0878	0.86060926	0.0756
vOTU_5424	61_4	Clustered	2	VC_61_4	2	0.0577	0.9565993	0.0552
vOTU_5427	117_0	Clustered	10	VC_117_0	10	0.5843	1	0.5843
vOTU_5428	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5429	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_5430	61_5	Clustered/Singleton	1	VC_61_5	1	0	1	0
vOTU_5431	61_0	Clustered	2	VC_61_0	2	0.0718	0.95644492	0.0686
vOTU_5433	852_0	Clustered	3	VC_852_0	3	0.9973	0.81445332	0.8123
vOTU_5435	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5436	928_0	Clustered	2	VC_928_0	2	1	1	1
vOTU_5437	822_0	Clustered	2	VC_822_0	2	0.9092	0.81445332	0.7405
vOTU_5439	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_5441	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_5442	672_0	Clustered	3	VC_672_0	3	0.4121	0.9843853	0.4057
vOTU_5443	42_3	Clustered	5	VC_42_3	5	0.0508	0.99999995	0.0508
vOTU_5445	651_0	Clustered	6	VC_651_0	6	0.5044	0.98138258	0.495
vOTU_5446	177_0	Clustered/Singleton	1	VC_177_0	1	0	1	0
vOTU_5448	105_18	Clustered	3	VC_105_18	3	0.0782	0.99850349	0.078
vOTU_5449	42_4	Clustered	3	VC_42_4	3	0.0346	0.99854516	0.0346
vOTU_5450	76_3	Clustered/Singleton	1	VC_76_3	1	0	1	0
vOTU_5451	307_2	Clustered/Singleton	1	VC_307_2	1	0	1	0
vOTU_5452	42_3	Clustered	5	VC_42_3	5	0.0508	0.99999995	0.0508
vOTU_5453	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_5454	623_0	Clustered	3	VC_623_0	3	0.617	0.99630615	0.6147
vOTU_5455	422_0	Clustered	3	VC_422_0	3	0.5059	0.99813013	0.5049
vOTU_5456	42_3	Clustered	5	VC_42_3	5	0.0508	0.99999995	0.0508
vOTU_5457	42_0	Clustered	4	VC_42_0	4	0.0686	0.99998697	0.0686
vOTU_5458	182_1	Clustered	8	VC_182_1	8	0.2916	0.99977705	0.2915
vOTU_5459	177_1	Clustered/Singleton	1	VC_177_1	1	0	1	0
vOTU_5460	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_5461	78_0	Clustered	4	VC_78_0	4	0.3551	0.99998556	0.3551
vOTU_5462	105_13	Clustered	5	VC_105_13	5	0.1943	0.99999996	0.1943
vOTU_5463	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_5465	24_0	Clustered	42	VC_24_0	42	0.6259	1	0.6259
vOTU_5466	42_1	Clustered	6	VC_42_1	6	0.0915	1	0.0915
vOTU_5467	593_0	Clustered	7	VC_593_0	7	0.7099	1	0.7099
vOTU_5468	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5469	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5471	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5472	593_0	Clustered	7	VC_593_0	7	0.7099	1	0.7099
vOTU_5473	82_1	Clustered	2	VC_82_1	2	0.0545	0.9547542	0.052
vOTU_5474	105_13	Clustered	5	VC_105_13	5	0.1943	0.99999996	0.1943
vOTU_5475	105_3	Clustered	2	VC_105_3	2	0.0422	0.95605436	0.0404
vOTU_5476	105_1	Clustered	3	VC_105_1	3	0.0912	0.99847546	0.0911
vOTU_5477	105_13	Clustered	5	VC_105_13	5	0.1943	0.99999996	0.1943
vOTU_5478	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5479	105_18	Clustered	3	VC_105_18	3	0.0782	0.99850349	0.078
vOTU_5480	105_13	Clustered	5	VC_105_13	5	0.1943	0.99999996	0.1943
vOTU_5481	105_2	Clustered	2	VC_105_2	2	0.0379	0.95598302	0.0362
vOTU_5482	415_0	Clustered	3	VC_415_0	3	0.5676	0.99814281	0.5665
vOTU_5483	105_18	Clustered	3	VC_105_18	3	0.0782	0.99850349	0.078
vOTU_5484	415_0	Clustered	3	VC_415_0	3	0.5676	0.99814281	0.5665
vOTU_5485	126_3	Clustered/Singleton	1	VC_126_3	1	0	1	0
vOTU_5486	113_0	Clustered	15	VC_113_0	15	0.4422	1	0.4422
vOTU_5487	199_0	Clustered	9	VC_199_0	9	0.4701	1	0.4701
vOTU_5488	140_1	Clustered	7	VC_140_1	7	0.329	1	0.329
vOTU_5489	42_1	Clustered	6	VC_42_1	6	0.0915	1	0.0915
vOTU_5490	82_0	Clustered	11	VC_82_0	11	0.4997	1	0.4997
vOTU_5491	140_1	Clustered	7	VC_140_1	7	0.329	1	0.329
vOTU_5492	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_5493	199_0	Clustered	9	VC_199_0	9	0.4701	1	0.4701
vOTU_5494	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_5495	126_6	Clustered/Singleton	1	VC_126_6	1	0	1	0
vOTU_5496	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5497	325_1	Clustered	8	VC_325_1	8	0.4989	1	0.4989
vOTU_5498	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5499	41_3	Clustered	2	VC_41_3	2	0.0704	0.95661021	0.0673
vOTU_5500	325_1	Clustered	8	VC_325_1	8	0.4989	1	0.4989
vOTU_5501	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5504	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5506	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5507	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5508	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5509	651_0	Clustered	6	VC_651_0	6	0.5044	0.98138258	0.495
vOTU_5510	42_4	Clustered	3	VC_42_4	3	0.0346	0.99854516	0.0346
vOTU_5511	105_17	Clustered/Singleton	1	VC_105_17	1	0	1	0
vOTU_5512	190_0	Clustered	8	VC_190_0	8	0.3715	1	0.3715
vOTU_5513	105_9	Clustered/Singleton	1	VC_105_9	1	0	1	0
vOTU_5514	105_4	Clustered	2	VC_105_4	2	0.0435	0.95607176	0.0416
vOTU_5515	325_1	Clustered	8	VC_325_1	8	0.4989	1	0.4989
vOTU_5516	325_1	Clustered	8	VC_325_1	8	0.4989	1	0.4989
vOTU_5517	325_1	Clustered	8	VC_325_1	8	0.4989	1	0.4989
vOTU_5518	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5519	204_0	Clustered	16	VC_204_0	16	0.607	1	0.607
vOTU_5520	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5521	204_0	Clustered	16	VC_204_0	16	0.607	1	0.607
vOTU_5522	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5523	190_0	Clustered	8	VC_190_0	8	0.3715	1	0.3715
vOTU_5524	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5525	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5526	641_0	Clustered	5	VC_641_0	5	0.6776	0.99999789	0.6776
vOTU_5528	41_3	Clustered	2	VC_41_3	2	0.0704	0.95661021	0.0673
vOTU_5529	185_2	Clustered	4	VC_185_2	4	0.2176	0.99998301	0.2176
vOTU_5530	41_0	Clustered	2	VC_41_0	2	0.0437	0.95685151	0.0418
vOTU_5531	78_0	Clustered	4	VC_78_0	4	0.3551	0.99998556	0.3551
vOTU_5532	242_0	Clustered	2	VC_242_0	2	0.1335	0.95488707	0.1275
vOTU_5533	101_0	Clustered	26	VC_101_0	26	0.5877	1	0.5877
vOTU_5534	61_6	Clustered/Singleton	1	VC_61_6	1	0	1	0
vOTU_5535	639_0	Clustered	2	VC_639_0	2	0.6896	0.91813282	0.6331
vOTU_5536	701_0	Clustered	6	VC_701_0	6	0.8617	0.99999607	0.8617
vOTU_5537	64_0	Clustered	15	VC_64_0	15	0.7453	1	0.7453
vOTU_5538	41_4	Clustered	5	VC_41_4	5	0.212	0.99999997	0.212
vOTU_5540	140_1	Clustered	7	VC_140_1	7	0.329	1	0.329
vOTU_5541	41_4	Clustered	5	VC_41_4	5	0.212	0.99999997	0.212
vOTU_5542	185_2	Clustered	4	VC_185_2	4	0.2176	0.99998301	0.2176
vOTU_5544	199_0	Clustered	9	VC_199_0	9	0.4701	1	0.4701
vOTU_5545	204_0	Clustered	16	VC_204_0	16	0.607	1	0.607
vOTU_5546	41_4	Clustered	5	VC_41_4	5	0.212	0.99999997	0.212
vOTU_5547	701_0	Clustered	6	VC_701_0	6	0.8617	0.99999607	0.8617
vOTU_5548	113_0	Clustered	15	VC_113_0	15	0.4422	1	0.4422
vOTU_5549	41_4	Clustered	5	VC_41_4	5	0.212	0.99999997	0.212
vOTU_5550	367_1	Clustered	13	VC_367_1	13	0.5374	1	0.5374
vOTU_5551	174_0	Clustered	2	VC_174_0	2	0.1036	0.95460856	0.0989
vOTU_5552	87_0	Clustered	13	VC_87_0	13	0.3592	1	0.3592
vOTU_5553	78_0	Clustered	4	VC_78_0	4	0.3551	0.99998556	0.3551
vOTU_5554	242_0	Clustered	2	VC_242_0	2	0.1335	0.95488707	0.1275
vOTU_5555	699_0	Clustered	4	VC_699_0	4	0.749	0.99967014	0.7488
vOTU_5556	78_0	Clustered	4	VC_78_0	4	0.3551	0.99998556	0.3551
vOTU_5558	31_0	Clustered	19	VC_31_0	19	0.4138	1	0.4138
vOTU_5559	699_0	Clustered	4	VC_699_0	4	0.749	0.99967014	0.7488
vOTU_5560	170_0	Clustered	18	VC_170_0	18	0.6149	1	0.6149
vOTU_5562	41_0	Clustered	2	VC_41_0	2	0.0437	0.95685151	0.0418
vOTU_5565	190_0	Clustered	8	VC_190_0	8	0.3715	1	0.3715
vOTU_5566	80_7	Clustered	2	VC_80_7	2	0.0468	0.95567115	0.0447
vOTU_5567	199_0	Clustered	9	VC_199_0	9	0.4701	1	0.4701
vOTU_5568	276_0	Clustered	3	VC_276_0	3	0.0629	0.72926389	0.0459
vOTU_5570	199_0	Clustered	9	VC_199_0	9	0.4701	1	0.4701
vOTU_5571	204_0	Clustered	16	VC_204_0	16	0.607	1	0.607
vOTU_5572	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_5573	701_0	Clustered	6	VC_701_0	6	0.8617	0.99999607	0.8617
vOTU_5574	701_0	Clustered	6	VC_701_0	6	0.8617	0.99999607	0.8617
vOTU_5575	24_0	Clustered	42	VC_24_0	42	0.6259	1	0.6259
vOTU_5576	41_4	Clustered	5	VC_41_4	5	0.212	0.99999997	0.212
vOTU_5577	646_0	Clustered	3	VC_646_0	3	0.5442	0.98269472	0.5348
vOTU_5578	170_0	Clustered	18	VC_170_0	18	0.6149	1	0.6149
vOTU_5579	101_0	Clustered	26	VC_101_0	26	0.5877	1	0.5877
vOTU_5580	101_0	Clustered	26	VC_101_0	26	0.5877	1	0.5877
vOTU_5581	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5582	87_0	Clustered	13	VC_87_0	13	0.3592	1	0.3592
vOTU_5583	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5585	293_0	Clustered	3	VC_293_0	3	0.181	0.9983361	0.1807
vOTU_5587	699_0	Clustered	4	VC_699_0	4	0.749	0.99967014	0.7488
vOTU_5590	397_0	Clustered	7	VC_397_0	7	0.6345	1	0.6345
vOTU_5591	242_1	Clustered	5	VC_242_1	5	0.2782	0.99999729	0.2782
vOTU_5592	293_0	Clustered	3	VC_293_0	3	0.181	0.9983361	0.1807
vOTU_5593	22_9	Clustered	3	VC_22_9	3	0.062	0.99854726	0.0619
